"chromosome","start","end","width","strand","metadata_name","metadata_score","OriginalOrder","ClusterID","SortingOrder","FinalOrder"
"chrI",7021970,7029075,7106,"+","WBGene00008852",6.5864,965,2,965,1023
"chrI",7021941,7029075,7135,"+","WBGene00008852",6.5864,966,2,966,1024
"chrI",3908656,3909926,1271,"+","WBGene00003950",6.52761,973,2,973,1025
"chrI",3908677,3909926,1250,"+","WBGene00003950",6.52761,974,2,974,1026
"chrI",3908736,3909926,1191,"+","WBGene00003950",6.52761,975,2,975,1027
"chrI",7702306,7705277,2972,"+","WBGene00009187",6.50445,981,2,981,1028
"chrI",7702307,7705277,2971,"+","WBGene00009187",6.50445,982,2,982,1029
"chrI",14657204,14661403,4200,"+","WBGene00013690",6.48441,988,2,988,1030
"chrI",14657344,14661403,4060,"+","WBGene00013690",6.48441,989,2,989,1031
"chrI",8434423,8435808,1386,"+","WBGene00004931",6.41112,997,2,997,1032
"chrIV",4744342,4745576,1235,"-","WBGene00017119",6.40631,1000,2,1000,1033
"chrIV",4744342,4745484,1143,"-","WBGene00017119",6.40631,1001,2,1001,1034
"chrIV",4744342,4745577,1236,"-","WBGene00017119",6.40631,1002,2,1002,1035
"chrII",7363173,7364118,946,"-","WBGene00018393",6.31316,1009,2,1009,1036
"chrII",7363173,7364096,924,"-","WBGene00018393",6.31316,1010,2,1010,1037
"chrII",7363173,7364178,1006,"-","WBGene00018393",6.31316,1011,2,1011,1038
"chrIII",5450067,5453099,3033,"+","WBGene00003901",6.2843,1018,2,1018,1039
"chrIII",5450029,5453099,3071,"+","WBGene00003901",6.2843,1019,2,1019,1040
"chrIII",5450067,5453099,3033,"+","WBGene00003901",6.2843,1020,2,1020,1041
"chrIII",13546786,13549025,2240,"-","WBGene00013577",6.24236,1022,2,1022,1042
"chrIII",13256590,13262795,6206,"+","WBGene00010139",6.2106,1027,2,1027,1043
"chrIII",13256777,13262795,6019,"+","WBGene00010139",6.2106,1028,2,1028,1044
"chrI",6569495,6572601,3107,"+","WBGene00019001",6.18131,1034,2,1034,1045
"chrI",6569495,6572601,3107,"+","WBGene00019001",6.18131,1037,2,1037,1046
"chrIII",7198090,7198947,858,"-","WBGene00020112",6.08542,1051,2,1051,1047
"chrI",3867431,3869136,1706,"+","WBGene00020185",5.86284,1075,2,1075,1048
"chrI",3867432,3869136,1705,"+","WBGene00020185",5.86284,1076,2,1076,1049
"chrI",3867026,3869136,2111,"+","WBGene00020185",5.86284,1077,2,1077,1050
"chrI",14718981,14720466,1486,"-","WBGene00003951",5.82514,1083,2,1083,1051
"chrII",8137828,8141224,3397,"+","WBGene00008053",5.82155,1085,2,1085,1052
"chrI",1340211,1341260,1050,"+","WBGene00004888",5.78679,1089,2,1089,1053
"chrI",1340216,1341260,1045,"+","WBGene00004888",5.78679,1090,2,1090,1054
"chrI",1340580,1341260,681,"+","WBGene00004888",5.78679,1091,2,1091,1055
"chrI",1340680,1341260,581,"+","WBGene00004888",5.78679,1092,2,1092,1056
"chrI",10566246,10567383,1138,"+","WBGene00003926",5.74271,1099,2,1099,1057
"chrI",10566247,10567383,1137,"+","WBGene00003926",5.74271,1100,2,1100,1058
"chrI",10566326,10567383,1058,"+","WBGene00003926",5.74271,1101,2,1101,1059
"chrI",10566071,10567383,1313,"+","WBGene00003926",5.74271,1102,2,1102,1060
"chrI",9308114,9310213,2100,"+","WBGene00004268",5.65341,1123,2,1123,1061
"chrIII",1859785,1860365,581,"+","WBGene00000941",5.6074,1132,2,1132,1062
"chrIII",1859879,1860365,487,"+","WBGene00000941",5.6074,1133,2,1133,1063
"chrI",5760899,5762438,1540,"-","WBGene00045483",5.58707,1134,2,1134,1064
"chrIII",9814296,9817240,2945,"-","WBGene00000567",5.55377,1141,2,1141,1065
"chrIII",9814296,9817230,2935,"-","WBGene00000567",5.55377,1142,2,1142,1066
"chrIII",9814296,9817050,2755,"-","WBGene00000567",5.55377,1143,2,1143,1067
"chrIII",9814296,9817071,2776,"-","WBGene00000567",5.55377,1144,2,1144,1068
"chrIII",9814296,9817231,2936,"-","WBGene00000567",5.55377,1145,2,1145,1069
"chrI",488488,489908,1421,"+","WBGene00021024",5.54914,1148,2,1148,1070
"chrI",488509,489908,1400,"+","WBGene00021024",5.54914,1149,2,1149,1071
"chrIII",1952005,1962241,10237,"-","WBGene00020115",5.52869,1150,2,1150,1072
"chrIII",1952005,1961935,9931,"-","WBGene00020115",5.52869,1151,2,1151,1073
"chrIII",1952005,1962242,10238,"-","WBGene00020115",5.52869,1152,2,1152,1074
"chrIV",4650835,4652460,1626,"+","WBGene00006706",5.5016,1160,2,1160,1075
"chrIV",4651034,4652460,1427,"+","WBGene00006706",5.5016,1161,2,1161,1076
"chrIII",8351177,8355115,3939,"-","WBGene00006840",5.48729,1163,2,1163,1077
"chrII",10559958,10563455,3498,"-","WBGene00007352",5.46423,1166,2,1166,1078
"chrII",10559958,10563379,3422,"-","WBGene00007352",5.46423,1167,2,1167,1079
"chrII",10559958,10563456,3499,"-","WBGene00007352",5.46423,1168,2,1168,1080
"chrIII",7238602,7241222,2621,"+","WBGene00004189",5.41993,1173,2,1173,1081
"chrIII",7238640,7241222,2583,"+","WBGene00004189",5.41993,1174,2,1174,1082
"chrI",5868266,5870179,1914,"-","WBGene00018008",5.40887,1177,2,1177,1083
"chrIII",7495322,7498006,2685,"-","WBGene00000479",5.40495,1178,2,1178,1084
"chrIII",7495322,7498007,2686,"-","WBGene00000479",5.40495,1179,2,1179,1085
"chrIII",7980824,7986272,5449,"+","WBGene00000542",5.37213,1186,2,1186,1086
"chrII",7942551,7945260,2710,"-","WBGene00014054",5.33323,1191,2,1191,1087
"chrIII",11007837,11008835,999,"+","WBGene00012964",5.31853,1195,2,1195,1088
"chrIII",11007833,11008835,1003,"+","WBGene00012964",5.31853,1196,2,1196,1089
"chrIII",10318241,10318830,590,"-","WBGene00011558",5.24304,1207,2,1207,1090
"chrIII",10318241,10318831,591,"-","WBGene00011558",5.24304,1208,2,1208,1091
"chrII",13493111,13494842,1732,"-","WBGene00009740",5.24282,1209,2,1209,1092
"chrII",13493111,13494530,1420,"-","WBGene00009740",5.24282,1210,2,1210,1093
"chrII",13493111,13494835,1725,"-","WBGene00009740",5.24282,1211,2,1211,1094
"chrIII",9084237,9089510,5274,"-","WBGene00008514",5.1301,1235,2,1235,1095
"chrIII",9084237,9089503,5267,"-","WBGene00008514",5.1301,1236,2,1236,1096
"chrIII",9084237,9089504,5268,"-","WBGene00008514",5.1301,1237,2,1237,1097
"chrIV",2641174,2642114,941,"+","WBGene00022075",5.11831,1244,2,1244,1098
"chrIV",2641181,2642114,934,"+","WBGene00022075",5.11831,1245,2,1245,1099
"chrIV",2641177,2642114,938,"+","WBGene00022075",5.11831,1246,2,1246,1100
"chrI",310981,315216,4236,"-","WBGene00002077",5.10232,1249,2,1249,1101
"chrI",310981,315176,4196,"-","WBGene00002077",5.10232,1250,2,1250,1102
"chrII",10416660,10419358,2699,"+","WBGene00008480",5.08351,1255,2,1255,1103
"chrII",10416662,10419358,2697,"+","WBGene00008480",5.08351,1256,2,1256,1104
"chrII",10416664,10419358,2695,"+","WBGene00008480",5.08351,1257,2,1257,1105
"chrIV",5086325,5089043,2719,"-","WBGene00015326",5.06136,1265,2,1265,1106
"chrIV",5086325,5089160,2836,"-","WBGene00015326",5.06136,1266,2,1266,1107
"chrII",14795168,14798158,2991,"+","WBGene00001225",5.01129,1269,2,1269,1108
"chrII",14795169,14798158,2990,"+","WBGene00001225",5.01129,1270,2,1270,1109
"chrII",14795328,14798158,2831,"+","WBGene00001225",5.01129,1271,2,1271,1110
"chrIII",3650888,3653136,2249,"+","WBGene00008117",4.96652,1278,2,1278,1111
"chrIII",3650888,3653136,2249,"+","WBGene00008117",4.96652,1279,2,1279,1112
"chrI",7313583,7314277,695,"-","WBGene00008768",4.91499,1288,2,1288,1113
"chrI",7313583,7314277,695,"-","WBGene00008768",4.91499,1289,2,1289,1114
"chrI",7313583,7314282,700,"-","WBGene00008768",4.91499,1290,2,1290,1115
"chrI",7313583,7314392,810,"-","WBGene00008768",4.91499,1291,2,1291,1116
"chrIII",8686037,8688640,2604,"-","WBGene00015125",4.88741,1299,2,1299,1117
"chrIII",8686037,8688680,2644,"-","WBGene00015125",4.88741,1300,2,1300,1118
"chrIII",8686037,8688641,2605,"-","WBGene00015125",4.88741,1301,2,1301,1119
"chrIII",4878493,4879661,1169,"+","WBGene00000204",4.856,1302,2,1302,1120
"chrIII",4878483,4879661,1179,"+","WBGene00000204",4.856,1303,2,1303,1121
"chrI",9431032,9433804,2773,"+","WBGene00007646",4.8555,1304,2,1304,1122
"chrI",9312636,9314480,1845,"-","WBGene00009177",4.80707,1316,2,1316,1123
"chrI",6951134,6951972,839,"+","WBGene00020397",4.74239,1326,2,1326,1124
"chrI",6951134,6951972,839,"+","WBGene00020397",4.74239,1327,2,1327,1125
"chrII",4043064,4044518,1455,"-","WBGene00004467",4.69503,1329,2,1329,1126
"chrII",4043064,4044513,1450,"-","WBGene00004467",4.69503,1330,2,1330,1127
"chrIV",2891555,2892619,1065,"-","WBGene00021883",4.53306,1393,2,1393,1128
"chrIV",2891555,2892662,1108,"-","WBGene00021883",4.53306,1395,2,1395,1129
"chrIII",5196639,5200499,3861,"-","WBGene00001262",4.53288,1397,2,1397,1130
"chrIII",5196639,5200487,3849,"-","WBGene00001262",4.53288,1398,2,1398,1131
"chrIII",8717561,8718486,926,"+","WBGene00015133",4.51487,1404,2,1404,1132
"chrIII",6622602,6625404,2803,"-","WBGene00015734",4.47736,1410,2,1410,1133
"chrIII",6622602,6625405,2804,"-","WBGene00015734",4.47736,1411,2,1411,1134
"chrII",5712331,5714804,2474,"-","WBGene00015943",4.45278,1413,2,1413,1135
"chrIII",10203356,10209614,6259,"+","WBGene00011867",4.42897,1415,2,1415,1136
"chrIII",10203322,10209614,6293,"+","WBGene00011867",4.42897,1416,2,1416,1137
"chrIII",12369667,12372524,2858,"+","WBGene00004506",4.34651,1439,2,1439,1138
"chrIII",12370140,12372524,2385,"+","WBGene00004506",4.34651,1440,2,1440,1139
"chrI",13339102,13340216,1115,"+","WBGene00004915",4.34634,1441,2,1441,1140
"chrI",13339259,13340216,958,"+","WBGene00004915",4.34634,1442,2,1442,1141
"chrIII",3999268,4004308,5041,"-","WBGene00007980",4.32116,1448,2,1448,1142
"chrI",8762982,8765627,2646,"+","WBGene00003052",4.3029,1454,2,1454,1143
"chrI",12060267,12065310,5044,"-","WBGene00002000",4.23434,1483,2,1483,1144
"chrIV",7789833,7791338,1506,"-","WBGene00004703",4.21021,1496,2,1496,1145
"chrIV",7789833,7791223,1391,"-","WBGene00004703",4.21021,1497,2,1497,1146
"chrIV",7789833,7791339,1507,"-","WBGene00004703",4.21021,1498,2,1498,1147
"chrII",10868956,10870928,1973,"+","WBGene00000293",4.20356,1499,2,1499,1148
"chrII",10868957,10870928,1972,"+","WBGene00000293",4.20356,1500,2,1500,1149
"chrI",2313181,2316015,2835,"+","WBGene00021466",4.19786,1501,2,1501,1150
"chrI",2313182,2316015,2834,"+","WBGene00021466",4.19786,1502,2,1502,1151
"chrII",8442415,8444188,1774,"+","WBGene00001230",4.19373,1503,2,1503,1152
"chrII",8442406,8444188,1783,"+","WBGene00001230",4.19373,1504,2,1504,1153
"chrIII",7573067,7575202,2136,"+","WBGene00003063",4.17519,1512,2,1512,1154
"chrIII",7573087,7575202,2116,"+","WBGene00003063",4.17519,1513,2,1513,1155
"chrI",1832740,1834766,2027,"+","WBGene00016907",4.11168,1527,2,1527,1156
"chrI",1832741,1834766,2026,"+","WBGene00016907",4.11168,1528,2,1528,1157
"chrII",846874,848680,1807,"-","WBGene00017874",4.10311,1529,2,1529,1158
"chrII",846874,848676,1803,"-","WBGene00017874",4.10311,1530,2,1530,1159
"chrIII",8807399,8809248,1850,"-","WBGene00004201",4.09866,1535,2,1535,1160
"chrIII",8807399,8809314,1916,"-","WBGene00004201",4.09866,1536,2,1536,1161
"chrIII",7067627,7068737,1111,"-","WBGene00006713",4.09381,1537,2,1537,1162
"chrIII",7067627,7068512,886,"-","WBGene00006713",4.09381,1538,2,1538,1163
"chrIII",7067627,7068699,1073,"-","WBGene00006713",4.09381,1539,2,1539,1164
"chrIV",5848221,5850838,2618,"+","WBGene00015538",3.95158,1570,2,1570,1165
"chrI",4964668,4967330,2663,"-","WBGene00000155",3.88647,1586,2,1586,1166
"chrI",4964668,4967330,2663,"-","WBGene00000155",3.88647,1587,2,1587,1167
"chrI",4964668,4967404,2737,"-","WBGene00000155",3.88647,1588,2,1588,1168
"chrIII",8267876,8268351,476,"-","WBGene00017321",3.79616,1602,2,1602,1169
"chrIII",8267876,8268346,471,"-","WBGene00017321",3.79616,1603,2,1603,1170
"chrIII",8267876,8268358,483,"-","WBGene00017321",3.79616,1604,2,1604,1171
"chrI",12728147,12729861,1715,"+","WBGene00006889",3.78969,1609,2,1609,1172
"chrI",12728162,12729861,1700,"+","WBGene00006889",3.78969,1610,2,1610,1173
"chrI",12728162,12729861,1700,"+","WBGene00006889",3.78969,1611,2,1611,1174
"chrIV",9258909,9260201,1293,"-","WBGene00012434",3.77611,1619,2,1619,1175
"chrIV",9258909,9260201,1293,"-","WBGene00012434",3.77611,1620,2,1620,1176
"chrI",7585320,7588548,3229,"-","WBGene00004178",3.74202,1624,2,1624,1177
"chrI",7585320,7588527,3208,"-","WBGene00004178",3.74202,1625,2,1625,1178
"chrI",4137215,4139417,2203,"-","WBGene00017088",3.7284,1626,2,1626,1179
"chrI",4137215,4139421,2207,"-","WBGene00017088",3.7284,1627,2,1627,1180
"chrI",4137215,4139174,1960,"-","WBGene00017088",3.7284,1628,2,1628,1181
"chrIII",9331237,9332202,966,"+","WBGene00008041",3.72353,1631,2,1631,1182
"chrIII",9331252,9332202,951,"+","WBGene00008041",3.72353,1632,2,1632,1183
"chrI",7282958,7283816,859,"-","WBGene00009004",3.69403,1637,2,1637,1184
"chrIII",6114430,6116560,2131,"-","WBGene00020549",3.68982,1638,2,1638,1185
"chrII",8062691,8066141,3451,"+","WBGene00006734",3.62988,1648,2,1648,1186
"chrI",5416652,5420734,4083,"-","WBGene00016278",3.58291,1663,2,1663,1187
"chrII",7111853,7112943,1091,"+","WBGene00017347",3.57559,1671,2,1671,1188
"chrII",7111863,7112943,1081,"+","WBGene00017347",3.57559,1672,2,1672,1189
"chrIII",4181517,4186797,5281,"-","WBGene00003073",3.53381,1692,2,1692,1190
"chrIII",4181517,4187012,5496,"-","WBGene00003073",3.53381,1693,2,1693,1191
"chrIV",8113378,8115671,2294,"+","WBGene00021536",3.52911,1695,2,1695,1192
"chrIV",8113379,8115671,2293,"+","WBGene00021536",3.52911,1696,2,1696,1193
"chrI",6342102,6356680,14579,"+","WBGene00000254",3.49719,1708,2,1708,1194
"chrIV",17249934,17254927,4994,"+","WBGene00013997",3.49415,1711,2,1711,1195
"chrIV",17249935,17254927,4993,"+","WBGene00013997",3.49415,1712,2,1712,1196
"chrI",6850107,6851320,1214,"+","WBGene00019246",3.48991,1713,2,1713,1197
"chrI",6850108,6851320,1213,"+","WBGene00019246",3.48991,1714,2,1714,1198
"chrIII",3471642,3473710,2069,"+","WBGene00007924",3.48101,1719,2,1719,1199
"chrIII",3471799,3473710,1912,"+","WBGene00007924",3.48101,1720,2,1720,1200
"chrIV",1708803,1709889,1087,"-","WBGene00003947",3.47878,1721,2,1721,1201
"chrIV",1708803,1709890,1088,"-","WBGene00003947",3.47878,1722,2,1722,1202
"chrIII",1409295,1414371,5077,"-","WBGene00022347",3.47422,1723,2,1723,1203
"chrII",7757138,7758531,1394,"-","WBGene00015064",3.43341,1730,2,1730,1204
"chrII",7757138,7758387,1250,"-","WBGene00015064",3.43341,1731,2,1731,1205
"chrII",7757138,7758500,1363,"-","WBGene00015064",3.43341,1732,2,1732,1206
"chrIV",11959877,11961776,1900,"-","WBGene00014096",3.42679,1733,2,1733,1207
"chrIV",11959877,11961775,1899,"-","WBGene00014096",3.42679,1734,2,1734,1208
"chrIV",11959877,11961784,1908,"-","WBGene00014096",3.42679,1735,2,1735,1209
"chrIV",11959877,11961789,1913,"-","WBGene00014096",3.42679,1736,2,1736,1210
"chrIV",5183914,5185236,1323,"+","WBGene00020994",3.39043,1748,2,1748,1211
"chrIV",5183915,5185236,1322,"+","WBGene00020994",3.39043,1749,2,1749,1212
"chrIII",9629162,9629833,672,"-","WBGene00010230",3.38187,1754,2,1754,1213
"chrIII",7072600,7074066,1467,"-","WBGene00022734",3.3737,1756,2,1756,1214
"chrIII",7072600,7074069,1470,"-","WBGene00022734",3.3737,1757,2,1757,1215
"chrIII",7072600,7074070,1471,"-","WBGene00022734",3.3737,1758,2,1758,1216
"chrIV",11561967,11566255,4289,"-","WBGene00004755",3.33527,1767,2,1767,1217
"chrII",6488797,6489900,1104,"-","WBGene00004916",3.3109,1775,2,1775,1218
"chrII",6488797,6489901,1105,"-","WBGene00004916",3.3109,1776,2,1776,1219
"chrII",4372744,4376745,4002,"-","WBGene00003825",3.30925,1777,2,1777,1220
"chrII",4372744,4376745,4002,"-","WBGene00003825",3.30925,1778,2,1778,1221
"chrII",6360251,6360927,677,"-","WBGene00019607",3.30532,1783,2,1783,1222
"chrII",6360251,6360927,677,"-","WBGene00019607",3.30532,1784,2,1784,1223
"chrIII",12052328,12058476,6149,"-","WBGene00000201",3.27013,1804,2,1804,1224
"chrIII",12052328,12058472,6145,"-","WBGene00000201",3.27013,1805,2,1805,1225
"chrIII",8751975,8754752,2778,"-","WBGene00022722",3.26901,1806,2,1806,1226
"chrI",6294845,6297638,2794,"+","WBGene00004068",3.1994,1836,2,1836,1227
"chrII",8217080,8222151,5072,"+","WBGene00002066",3.19751,1838,2,1838,1228
"chrIV",12208166,12209121,956,"-","WBGene00009436",3.19688,1840,2,1840,1229
"chrIV",12208166,12209134,969,"-","WBGene00009436",3.19688,1841,2,1841,1230
"chrIV",12208166,12209115,950,"-","WBGene00009436",3.19688,1842,2,1842,1231
"chrI",3559920,3562896,2977,"-","WBGene00021647",3.19546,1843,2,1843,1232
"chrIII",8552341,8553757,1417,"+","WBGene00043097",3.16236,1849,2,1849,1233
"chrIII",8552342,8553757,1416,"+","WBGene00043097",3.16236,1850,2,1850,1234
"chrII",7308663,7310145,1483,"-","WBGene00018475",3.1556,1852,2,1852,1235
"chrIII",7167384,7170930,3547,"+","WBGene00018152",3.12595,1862,2,1862,1236
"chrIII",8905397,8911669,6273,"+","WBGene00006768",3.08533,1882,2,1882,1237
"chrIII",8905398,8911669,6272,"+","WBGene00006768",3.08533,1883,2,1883,1238
"chrI",3982993,3986918,3926,"+","WBGene00000197",3.07483,1890,2,1890,1239
"chrI",3982986,3986918,3933,"+","WBGene00000197",3.07483,1891,2,1891,1240
"chrI",3982987,3986918,3932,"+","WBGene00000197",3.07483,1892,2,1892,1241
"chrII",8423900,8429023,5124,"-","WBGene00008800",3.06246,1894,2,1894,1242
"chrII",8423900,8429020,5121,"-","WBGene00008800",3.06246,1895,2,1895,1243
"chrII",13157112,13160358,3247,"+","WBGene00009307",3.05852,1900,2,1900,1244
"chrII",13157150,13160358,3209,"+","WBGene00009307",3.05852,1901,2,1901,1245
"chrII",13157151,13160358,3208,"+","WBGene00009307",3.05852,1902,2,1902,1246
"chrI",9754113,9757889,3777,"+","WBGene00006352",3.01654,1924,2,1924,1247
"chrIV",12836396,12840650,4255,"+","WBGene00010828",2.99841,1928,2,1928,1248
"chrIV",12836405,12840650,4246,"+","WBGene00010828",2.99841,1929,2,1929,1249
"chrII",10197238,10198544,1307,"+","WBGene00011038",2.99537,1930,2,1930,1250
"chrIII",6280332,6283068,2737,"+","WBGene00001972",2.99091,1937,2,1937,1251
"chrIII",6280332,6283068,2737,"+","WBGene00001972",2.99091,1938,2,1938,1252
"chrIII",5878418,5879368,951,"+","WBGene00017159",2.99052,1941,2,1941,1253
"chrIII",5878373,5879368,996,"+","WBGene00017159",2.99052,1942,2,1942,1254
"chrII",6559227,6561435,2209,"-","WBGene00017563",2.98201,1947,2,1947,1255
"chrII",6559227,6561428,2202,"-","WBGene00017563",2.98201,1948,2,1948,1256
"chrII",6559227,6561436,2210,"-","WBGene00017563",2.98201,1949,2,1949,1257
"chrII",11965275,11966867,1593,"-","WBGene00004271",2.97355,1950,2,1950,1258
"chrII",11965275,11966867,1593,"-","WBGene00004271",2.97355,1951,2,1951,1259
"chrII",2473529,2479204,5676,"-","WBGene00018769",2.96263,1964,2,1964,1260
"chrII",2473529,2479195,5667,"-","WBGene00018769",2.96263,1965,2,1965,1261
"chrII",14226302,14234167,7866,"-","WBGene00012983",2.95356,1968,2,1968,1262
"chrII",14226302,14234166,7865,"-","WBGene00012983",2.95356,1969,2,1969,1263
"chrII",14226302,14234045,7744,"-","WBGene00012983",2.95356,1970,2,1970,1264
"chrIII",6865157,6869374,4218,"-","WBGene00020068",2.94374,1973,2,1973,1265
"chrIII",6865157,6869375,4219,"-","WBGene00020068",2.94374,1974,2,1974,1266
"chrII",9684037,9686762,2726,"-","WBGene00014258",2.92962,1982,2,1982,1267
"chrII",9684037,9686866,2830,"-","WBGene00014258",2.92962,1983,2,1983,1268
"chrII",3245091,3246019,929,"-","WBGene00015913",99.9595,38,3,38,1269
"chrII",3245091,3246019,929,"-","WBGene00015913",99.9595,39,3,39,1270
"chrIII",9081369,9082813,1445,"+","WBGene00001386",97.487,44,3,44,1271
"chrIII",9081601,9082813,1213,"+","WBGene00001386",97.487,45,3,45,1272
"chrI",5018770,5020166,1397,"-","WBGene00003934",96.3723,46,3,46,1273
"chrI",5018770,5020166,1397,"-","WBGene00003934",96.3723,47,3,47,1274
"chrIII",9080290,9081191,902,"-","WBGene00001385",87.8573,66,3,66,1275
"chrIII",9080290,9081102,813,"-","WBGene00001385",87.8573,67,3,67,1276
"chrIII",9080290,9081104,815,"-","WBGene00001385",87.8573,68,3,68,1277
"chrIII",9080290,9081192,903,"-","WBGene00001385",87.8573,69,3,69,1278
"chrI",14620748,14631243,10496,"-","WBGene00002978",57.0819,172,3,172,1279
"chrI",14620748,14631243,10496,"-","WBGene00002978",57.0819,173,3,173,1280
"chrI",6835506,6838141,2636,"+","WBGene00019322",51.3806,179,3,179,1281
"chrI",6835507,6838141,2635,"+","WBGene00019322",51.3806,180,3,180,1282
"chrIII",13604238,13606143,1906,"-","WBGene00000067",49.1885,181,3,181,1283
"chrIII",13604238,13606141,1904,"-","WBGene00000067",49.1885,182,3,182,1284
"chrIII",13604238,13606084,1847,"-","WBGene00000067",49.1885,183,3,183,1285
"chrIII",13604238,13606142,1905,"-","WBGene00000067",49.1885,184,3,184,1286
"chrIV",5386619,5388738,2120,"-","WBGene00001244",46.7805,188,3,188,1287
"chrIV",5386619,5388611,1993,"-","WBGene00001244",46.7805,189,3,189,1288
"chrIV",5386619,5388739,2121,"-","WBGene00001244",46.7805,190,3,190,1289
"chrII",7790508,7791326,819,"+","WBGene00015514",45.426,194,3,194,1290
"chrII",7790508,7791326,819,"+","WBGene00015514",45.426,195,3,195,1291
"chrII",12895482,12897393,1912,"+","WBGene00009394",44.65,198,3,198,1292
"chrII",12895483,12897393,1911,"+","WBGene00009394",44.65,199,3,199,1293
"chrI",6728286,6729581,1296,"-","WBGene00002258",44.1556,200,3,200,1294
"chrI",6728286,6729600,1315,"-","WBGene00002258",44.1556,201,3,201,1295
"chrI",3987894,3988705,812,"+","WBGene00000779",34.3556,232,3,232,1296
"chrI",3987894,3988705,812,"+","WBGene00000779",34.3556,233,3,233,1297
"chrIV",11820482,11822580,2099,"-","WBGene00003920",33.2409,236,3,236,1298
"chrI",14855888,14863529,7642,"-","WBGene00006789",33.061,240,3,240,1299
"chrI",14855888,14863529,7642,"-","WBGene00006789",33.061,241,3,241,1300
"chrI",6091177,6094421,3245,"+","WBGene00022748",32.6733,245,3,245,1301
"chrI",6091829,6094421,2593,"+","WBGene00022748",32.6733,246,3,246,1302
"chrI",6091823,6094421,2599,"+","WBGene00022748",32.6733,247,3,247,1303
"chrI",6091178,6094421,3244,"+","WBGene00022748",32.6733,248,3,248,1304
"chrIII",5874627,5876853,2227,"-","WBGene00017166",31.8212,250,3,250,1305
"chrIII",5874627,5876580,1954,"-","WBGene00017166",31.8212,251,3,251,1306
"chrI",7376601,7383194,6594,"-","WBGene00006754",31.3344,259,3,259,1307
"chrI",7376601,7383194,6594,"-","WBGene00006754",31.3344,260,3,260,1308
"chrI",7376601,7383259,6659,"-","WBGene00006754",31.3344,261,3,261,1309
"chrIII",599506,600633,1128,"-","WBGene00002269",29.5858,267,3,267,1310
"chrIII",599506,600757,1252,"-","WBGene00002269",29.5858,268,3,268,1311
"chrIII",599506,600606,1101,"-","WBGene00002269",29.5858,269,3,269,1312
"chrIII",599506,600758,1253,"-","WBGene00002269",29.5858,270,3,270,1313
"chrII",4562850,4563543,694,"+","WBGene00000928",27.3211,277,3,277,1314
"chrII",4562674,4563543,870,"+","WBGene00000928",27.3211,278,3,278,1315
"chrII",4562850,4563543,694,"+","WBGene00000928",27.3211,279,3,279,1316
"chrI",6497439,6499561,2123,"+","WBGene00016943",27.2751,280,3,280,1317
"chrI",6497440,6499561,2122,"+","WBGene00016943",27.2751,281,3,281,1318
"chrII",14250480,14251373,894,"+","WBGene00001971",25.5715,287,3,287,1319
"chrII",14250410,14251373,964,"+","WBGene00001971",25.5715,288,3,288,1320
"chrII",14250481,14251373,893,"+","WBGene00001971",25.5715,289,3,289,1321
"chrII",14250616,14251373,758,"+","WBGene00001971",25.5715,290,3,290,1322
"chrII",14250620,14251373,754,"+","WBGene00001971",25.5715,291,3,291,1323
"chrI",6761229,6769083,7855,"-","WBGene00006819",24.9437,305,3,305,1324
"chrII",4737586,4739902,2317,"+","WBGene00018271",24.4414,315,3,315,1325
"chrII",4737587,4739902,2316,"+","WBGene00018271",24.4414,316,3,316,1326
"chrII",4737613,4739902,2290,"+","WBGene00018271",24.4414,317,3,317,1327
"chrII",13195376,13199533,4158,"+","WBGene00002264",24.2774,321,3,321,1328
"chrII",13195377,13199533,4157,"+","WBGene00002264",24.2774,322,3,322,1329
"chrII",13195479,13199533,4055,"+","WBGene00002264",24.2774,323,3,323,1330
"chrI",3680181,3681967,1787,"-","WBGene00001501",24.2411,324,3,324,1331
"chrI",3680181,3680947,767,"-","WBGene00001501",24.2411,325,3,325,1332
"chrI",3680181,3682130,1950,"-","WBGene00001501",24.2411,326,3,326,1333
"chrI",3680181,3682308,2128,"-","WBGene00001501",24.2411,327,3,327,1334
"chrII",11485446,11486835,1390,"-","WBGene00007142",23.8954,330,3,330,1335
"chrII",11485446,11486710,1265,"-","WBGene00007142",23.8954,331,3,331,1336
"chrII",11485446,11486903,1458,"-","WBGene00007142",23.8954,332,3,332,1337
"chrII",6346925,6347687,763,"-","WBGene00002980",23.4021,336,3,336,1338
"chrIII",10197625,10198261,637,"+","WBGene00011869",22.3512,347,3,347,1339
"chrIII",10197625,10198261,637,"+","WBGene00011869",22.3512,348,3,348,1340
"chrII",12930334,12933455,3122,"+","WBGene00010266",21.7256,350,3,350,1341
"chrII",12930394,12933455,3062,"+","WBGene00010266",21.7256,351,3,351,1342
"chrIV",3067843,3069844,2002,"-","WBGene00022072",20.6348,356,3,356,1343
"chrIV",3067843,3069844,2002,"-","WBGene00022072",20.6348,357,3,357,1344
"chrIII",4015748,4019048,3301,"-","WBGene00006537",20.2434,359,3,359,1345
"chrIII",4015748,4019041,3294,"-","WBGene00006537",20.2434,360,3,360,1346
"chrIV",17470473,17471988,1516,"-","WBGene00008707",20.2338,362,3,362,1347
"chrI",7866127,7872075,5949,"+","WBGene00011232",19.8803,363,3,363,1348
"chrI",7866107,7872075,5969,"+","WBGene00011232",19.8803,364,3,364,1349
